date,ticker,event_type,headline,body,severity_true,sentiment,direction_true,original_date,ret_fwd_5d
2005-07-08,XOM,SUPPLY_CHAIN,XOM faces supply chain disruptions amid regulatory probe,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,1,neutral,0,2005-07-24,-0.020875559510855513
2005-06-27,UNH,FDA_ACTION,FDA issues warning to UNH over manufacturing practices,"Following reports of adverse events, the FDA placed restrictions on the company's product pending additional data. The company is cooperating with regulators and providing the requested information.",0,negative,-1,2005-07-25,0.03721717900339816
2005-10-04,CVX,ACCOUNTING_FRAUD,CVX executives charged in accounting fraud scheme,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",3,negative,-1,2005-07-26,-0.010979689855213914
2005-01-10,AAPL,ACCOUNTING_FRAUD,AAPL executives charged in accounting fraud scheme,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",1,negative,-1,2005-07-26,0.024506172626026057
2005-02-23,SBUX,LABOR_LAWSUIT,SBUX settles labor dispute with workforce,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,1,negative,-1,2005-07-27,
2005-03-24,IBM,REGULATORY_UPDATE,Regulatory changes affect IBM's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0,2005-07-29,-0.0028668318575930662
2005-02-09,NVDA,PATENT_IP,Court rules on intellectual property dispute involving NVDA,The company filed a complaint alleging theft of proprietary designs by a rival. The case seeks injunctive relief to prevent further use of the contested intellectual property and compensatory damages for losses incurred.,2,negative,-1,2005-08-04,0.036647418856570635
2005-06-22,DIS,DATA_PRIVACY,DIS announces data breach affecting customer records,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",0,negative,-1,2005-08-04,-0.04720860445211228
2005-09-02,COST,SUPPLY_CHAIN,COST resolves supply chain compliance issue,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",0,neutral,0,2005-08-12,0.017608028345152515
2005-09-19,KO,SUPPLY_CHAIN,Regulators scrutinize KO's supply chain practices,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",1,neutral,0,2005-08-13,-0.022832015214611423
2005-09-13,TGT,PRODUCT_LIABILITY,TGT faces product liability lawsuit over safety claims,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,2,negative,-1,2005-08-14,-0.06181976916274612
2005-10-21,MS,LABOR_LAWSUIT,MS settles labor dispute with workforce,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1,2005-08-15,0.03512489627022464
2005-07-27,ABBV,FDA_ACTION,FDA issues warning to ABBV over manufacturing practices,"Following reports of adverse events, the FDA placed restrictions on the company's product pending additional data. The company is cooperating with regulators and providing the requested information.",1,negative,-1,2005-08-15,
2005-02-16,MCD,SUPPLY_CHAIN,MCD faces supply chain disruptions amid regulatory probe,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,2,negative,-1,2005-08-15,0.0015341427780484196
2005-10-14,LLY,REGULATORY_UPDATE,LLY issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0,2005-08-21,-0.03648781905996079
2005-07-26,IBM,LABOR_LAWSUIT,IBM sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1,2005-08-21,-0.009628630895593515
2005-08-19,META,SUPPLY_CHAIN,META resolves supply chain compliance issue,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,1,neutral,0,2005-08-24,
2005-08-03,GOOG,DATA_PRIVACY,GOOG announces data breach affecting customer records,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,1,negative,-1,2005-08-24,-0.039085136667299736
2005-07-27,BA,LABOR_LAWSUIT,BA sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1,2005-08-26,-0.0007497072683460004
2005-02-03,NFLX,SUPPLY_CHAIN,Regulators scrutinize NFLX's supply chain practices,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",0,neutral,0,2005-08-29,
2005-08-05,GS,REGULATORY_UPDATE,Regulatory changes affect GS's operations,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,0,neutral,0,2005-08-30,0.03600809408179795
2005-10-12,PG,SUPPLY_CHAIN,PG resolves supply chain compliance issue,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,1,neutral,0,2005-08-31,-0.0013730581655249097
2005-04-29,GOOG,DATA_PRIVACY,GOOG under scrutiny for handling of user data,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,0,negative,-1,2005-08-31,0.03645449000022949
2005-08-15,ORCL,REGULATORY_UPDATE,ORCL issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0,2005-08-31,-0.01504928391410465
2005-01-05,WFC,REGULATORY_UPDATE,Regulatory changes affect WFC's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0,2005-09-01,-0.013702893422196216
2005-05-12,PFE,REGULATORY_UPDATE,PFE issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0,2005-09-04,0.03944993815732967
