
date,ticker,event_type,headline,body,severity_true,sentiment,direction_true
2005-08-21,LLY,REGULATORY_UPDATE,LLY issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0
2005-08-21,IBM,LABOR_LAWSUIT,IBM sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1
2005-08-24,META,SUPPLY_CHAIN,META resolves supply chain compliance issue,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,1,neutral,0
2005-08-24,GOOG,DATA_PRIVACY,GOOG announces data breach affecting customer records,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,1,negative,-1
2005-08-26,BA,LABOR_LAWSUIT,BA sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1
2005-08-29,NFLX,SUPPLY_CHAIN,Regulators scrutinize NFLX's supply chain practices,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",0,neutral,0
2005-08-30,GS,REGULATORY_UPDATE,Regulatory changes affect GS's operations,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,0,neutral,0
2005-08-31,PG,SUPPLY_CHAIN,PG resolves supply chain compliance issue,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,1,neutral,0
2005-08-31,GOOG,DATA_PRIVACY,GOOG under scrutiny for handling of user data,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,0,negative,-1
2005-08-31,ORCL,REGULATORY_UPDATE,ORCL issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0
2005-09-01,WFC,REGULATORY_UPDATE,Regulatory changes affect WFC's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0
2005-09-04,PFE,REGULATORY_UPDATE,PFE issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0
2005-09-07,XOM,SUPPLY_CHAIN,Regulators scrutinize XOM's supply chain practices,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,1,neutral,0
2005-09-08,XOM,ENVIRONMENTAL,XOM under investigation for environmental violations,"Environmental regulators allege that the company violated emissions standards, leading to community concerns about pollution. The company has committed to improving environmental controls and cooperating with authorities.",1,negative,-1
2005-09-08,BAC,REGULATORY_UPDATE,BAC issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0
2005-09-13,META,ANTITRUST,Regulators probe META for alleged anticompetitive behavior,"Government agencies have opened an investigation into the company's practices, citing concerns about monopolistic behavior in the tech sector. The company stated it will fully cooperate with authorities and maintain competitive integrity.",1,negative,-1
2005-09-16,SBUX,PRODUCT_LIABILITY,SBUX reaches settlement in product liability case,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",3,negative,-1
2005-09-20,PG,SUPPLY_CHAIN,PG faces supply chain disruptions amid regulatory probe,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",1,neutral,0
2005-09-22,PFE,PRODUCT_LIABILITY,PFE reaches settlement in product liability case,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",2,negative,-1
2005-09-24,MRK,PATENT_IP,MRK involved in patent infringement lawsuit,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,1,negative,-1
2005-09-26,KO,REGULATORY_UPDATE,KO responds to new regulatory requirements,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,1,neutral,0
2005-09-27,WMT,PRODUCT_LIABILITY,Consumers allege defects in WMT's product in lawsuit,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,1,negative,-1
2005-09-28,COP,SEC_ENFORCEMENT,SEC charges COP with securities law violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",1,negative,-1
